194.90.0.0,194.90.31.255,8192,07/12/94,Cellcom Fixed Line Communication L.P.
194.90.32.0,194.90.63.255,8192,10/03/95,Cellcom Fixed Line Communication L.P.
194.90.64.0,194.90.127.255,16384,31/01/96,Cellcom Fixed Line Communication L.P.
194.90.128.0,194.90.255.255,32768,31/01/96,Cellcom Fixed Line Communication L.P.
209.206.0.0,209.206.31.255,8192,04/03/98,CATO NETWORKS LTD
212.25.64.0,212.25.95.255,8192,20/07/98,Bezeq International-Ltd
212.25.96.0,212.25.127.255,8192,17/12/98,Bezeq International-Ltd
212.29.192.0,212.29.223.255,8192,31/08/98,Cellcom Fixed Line Communication L.P.
212.29.224.0,212.29.255.255,8192,24/12/98,Cellcom Fixed Line Communication L.P.
212.68.128.0,212.68.159.255,8192,26/11/98,Partner Communications Ltd.
212.76.96.0,212.76.127.255,8192,20/05/08,Internet Rimon LTD
212.116.160.0,212.116.191.255,8192,13/07/99,Partner Communications Ltd.
212.117.128.0,212.117.159.255,8192,24/12/98,Partner Communications Ltd.
212.143.0.0,212.143.255.255,65536,29/03/99,Cellcom Fixed Line Communication L.P.
212.150.0.0,212.150.255.255,65536,12/02/99,Cellcom Fixed Line Communication L.P.
212.179.0.0,212.179.127.255,32768,17/05/99,Bezeq International-Ltd
212.179.128.0,212.179.255.255,32768,06/04/00,Bezeq International-Ltd
212.199.0.0,212.199.127.255,32768,26/07/00,Partner Communications Ltd.
212.199.128.0,212.199.255.255,32768,10/07/01,Partner Communications Ltd.
212.235.0.0,212.235.63.255,16384,15/08/00,Cellcom Fixed Line Communication L.P.
212.235.64.0,212.235.127.255,16384,08/04/03,Cellcom Fixed Line Communication L.P.
213.8.0.0,213.8.255.255,65536,03/06/99,Partner Communications Ltd.
213.57.0.0,213.57.255.255,65536,03/12/99,Hot-Net internet services Ltd.
213.137.64.0,213.137.95.255,8192,23/03/00,HASHIKMA NGN International Communications 015LTD
213.151.32.0,213.151.63.255,8192,03/05/07,Internet Rimon LTD
217.22.112.0,217.22.127.255,4096,19/02/03,Bezeq International-Ltd
217.65.32.0,217.65.47.255,4096,03/03/08,PurePeak Ltd.
217.132.0.0,217.132.255.255,65536,08/04/03,Cellcom Fixed Line Communication L.P.
217.194.192.0,217.194.207.255,4096,20/04/01,Safelines Ltd.

